id,name,feature
1711,害怕,0
1712,活在,0
1713,這裏,0
1714,這裡,0
1715,並且,0
1716,過了,0
1717,專業,0
1718,輔導,0
1719,定義,0
1720,實際,0
1721,認可,0
1722,個案,0
1723,職業,0
1724,正確,0
1725,課程,0
1726,眼瞓,0
1727,唔舒服,0
1728,瞓覺,0
1729,無架,0
1730,一般般,0
1731,會試,0
1732,粗口,0
1733,大聲,0
1734,口罩,0
1735,冇膽,0
1736,真心,0
1737,好人,0
1738,用心,0
1739,温柔,0
1740,單純,0
1741,開開,0
1742,幾萬,0
1743,八達通,0
1744,幾千,0
1745,銀行,0
1746,學費,0
1747,一萬,0
1748,病同,0
1749,患者,0
1750,大起大落,0
1751,反覆,0
1752,海邊,0
1753,洗手間,0
1754,假設,0
1755,這方面,0
1756,多久,0
1757,想著,0
1758,告訴,0
1759,那個,0
1760,有天,0
1761,態度,0
1762,印象,0
1763,相反,0
1764,表現,0
1765,要求,0
1766,行為,0
1767,反應,0
1768,不滿,0
1769,立場,0
1770,痛痛,0
1771,𠝹,0
1772,跳軌,0
1773,卻步,0
1774,苦惱,0
1775,珍貴,0
1776,點都,0
1777,腦停,0
1778,過到,0
1779,當聽,0
1780,跳樓自殺,0
1781,放在,0
1782,悲傷,0
1783,東西,0
1784,當成,0
1785,感性,0
1786,情緒,0
1787,病情,0
1788,記憶力,2
1789,狀態,0
1790,胡思亂想,0
1791,訓得,0
1792,傾到計,0
1793,幫忙,0
1794,幫助,0
1795,開解,0
1796,師姐,0
1797,訓導,0
1798,噪交,0
1799,鬧緊,0
1800,老母,0
1801,痴線,0
1802,政治,0
1803,親情,0
1804,轉頭,0
1805,緊工,0
1806,最尾,0
1807,入去,0
1808,返去,0
1809,乜事,0
1810,必要,0
1811,乜點,0
1812,大事,0
1813,生果,0
1814,小心,0
1815,你識,0
1816,需求,0
1817,意識,0
1818,疤痕,0
1819,傷痕,0
1820,黑洞,0
1821,鋪頭,0
1822,青少年,0
1823,平台,0
1824,年青人,0
1825,運作,0
1826,轉介,0
1827,收費,0
1828,六點,0
1829,酒店,0
1830,星期六,0
1831,暑假,0
1832,跨年,0
1833,挨過,0
1834,難出,0
1835,斷線,0
1836,行開,0
1837,打錯,0
1838,無謂,0
1839,無心,0
1840,無聊,0
1841,麻煩,0
1842,要講,0
1843,咩都唔想做,0
1844,食到,0
1845,等到,0
1846,考好,0
1847,讀大學,0
1848,走得,0
1849,開學,0
1850,捱到,0
1851,考完,0
1852,幾多,0
1853,定點,0
1854,地點,0
1855,幾錢,0
1856,幾難,0
1857,一人,0
1858,中國,0
1859,留在,0
1860,母親,0
1861,家中,0
1862,兒子,0
1863,反抗,0
1864,察覺,0
1865,洗腦,0
1866,指責,0
1867,虐待,0
1868,傳染,0
1869,非常,0
1870,十分,0
1871,憎恨,0
1872,異性,0
1873,身份,0
1874,我知,0
1875,成功,3
1876,成熟,0
1877,介意,0
1878,質疑,0
1879,知道,0
1880,仲差,0
1881,直到,0
1882,自從,0
1883,上星期,0
1884,直至,0
1885,講得,0
1886,誤會,0
1887,想講,0
1888,講話,0
1889,講有,0
1890,講叫,0
1891,講做,0
1892,他講,0
1893,商量,0
1894,講好,0
1895,讀書,0
1896,外國,0
1897,畢業,0
1898,學士,0
1899,再讀,0
1900,大學,0
1901,要讀,0
1902,行到,0
1903,黎到,0
1904,條路,0
1905,交租,0
1906,還債,0
1907,出糧,0
1908,醜惡,0
1909,高尚,0
1910,拆散,0
1911,基本上,0
1912,基本,0
1913,日頭,0
1914,普通,0
1915,正常,0
1916,返學,0
1917,上堂,0
1918,尤其,0
1919,最壞,0
1920,親人,0
1921,事物,0
1922,人會,0
1923,朋友,0
1924,減肥,0
1925,聽日,0
1926,今晚,0
1927,陣間,0
1928,朝早,0
1929,度過,0
1930,獨立,0
1931,勉強,0
1932,負擔,0
1933,快樂,0
1934,堅強,0
1935,的藥,0
1936,肺炎,0
1937,性病,0
1938,我條,0
1939,厭食症,0
1940,囡囡,0
1941,西醫,0
1942,思覺,0
1943,無興趣,0
1944,興趣,0
1945,同樣,0
1946,負面,0
1947,重覆,0
1948,忍住,0
1949,最終,0
1950,個腦,0
1951,不停,0
1952,當下,0
1953,難忘,0
1954,離譜,0
1955,少會,0
1956,錯人,0
1957,進度,0
1958,愛好,0
1959,除非,0
1960,放心,0
1961,無得,0
1962,逼住,0
1963,知要,0
1964,我要,0
1965,就要,0
1966,停學,0
1967,再住,0
1968,入院,0
1969,入過,0
1970,住院,0
1971,重要,0
1972,仔細,0
1973,簡單,0
1974,阻礙,0
1975,難題,0
1976,壞習慣,0
1977,細妹,0
1978,透過,0
1979,憧憬,0
1980,背叛,0
1981,比起,0
1982,好強,0
1983,加上,0
1984,有過,0
1985,相對,0
1986,病徵,0
1987,蚊個,0
1988,玩得,0
1989,左手,0
1990,中間,0
1991,左線,0
1992,差距,0
1993,支柱,0
1994,內疚,0
1995,來時,0
1996,視線,0
1997,嘈交,0
1998,鬧人,0
1999,好嬲,0
2000,鬧交,0
2001,我媽,0
2002,打人,0
2003,脾氣,0
2004,我呀媽,0
2005,簡直,0
2006,我個腦,0
2007,陷入,0
2008,食煙,0
2009,困,0
2010,狀元,0
2011,同為,0
2012,企硬,0
2013,看過,0
2014,遇過,0
2015,看,0
2016,搞笑,0
2017,得意,0
2018,勤力,0
2019,女人,0
2020,變態,0
2021,很多,0
2022,有些,0
2023,一些,0
2024,學識,0
2025,依賴,0
2026,傷害,0
2027,陰影,0
2028,無力感,0
2029,出入,0
2030,衝擊,0
2031,落差,0
2032,變化,0
2033,風險,0
2034,阻力,0
2035,記憶,0
2036,壓力,0
2037,打擊,0
2038,意欲,0
2039,轉變,0
2040,精神病,0
2041,進展,0
2042,挫折,0
2043,樣樣,1
2044,喺屋企,0
2045,夜晚,0
2046,屋企,0
2047,不想,0
2048,沒什麼,0
2049,不了,0
2050,俾人鬧,0
2051,一樣,0
2052,一件,0
2053,格格不入,0
2054,感興趣,0
2055,理想,0
2056,用架,0
2057,知同,0
2058,家野,0
2059,公開,0
2060,學位,0
2061,我轉,0
2062,幾間,0
2063,困難,0
2064,大變,0
2065,失控,0
2066,高漲,0
2067,政見,0
2068,藍絲,0
2069,兩者,0
2070,鐘意,0
2071,喜歡,0
2072,想見,0
2073,好玩,0
2074,中意,0
2075,夠膽,0
2076,開銷,0
2077,工作量,0
2078,財政負擔,0
2079,年紀,0
2080,開支,0
2081,之柱,0
2082,支出,0
2083,競爭,0
2084,起伏,0
2085,敷衍,0
2086,温書,0
2087,起身,0
2088,返工,0
2089,訓覺,0
2090,食野,0
2091,功課,0
2092,翻工,0
2093,低分,0
2094,番學,0
2095,考試,0
2096,番工,0
2097,潔癖,0
2098,好容易,0
2099,一諗起,0
2100,屈住,0
2101,考生,0
2102,偶像,0
2103,融入,0
2104,帶黎,0
2105,未有,0
2106,有限,0
2107,未知,0
2108,十萬,0
2109,無甘,0
2110,連累,0
2111,俾人知,0
2112,受傷,0
2113,生日,0
2114,我入,0
2115,果晚,0
2116,前日,0
2117,傾住,0
2118,傾到,0
2119,我分,0
2120,危機,0
2121,抗爭,0
2122,得出,0
2123,壞事,0
2124,錯事,0
2125,怎麼,0
2126,聽歌,0
2127,野食,0
2128,跑步,0
2129,打波,0
2130,電視,0
2131,畫畫,0
2132,食下,0
2133,做錯,3
2134,發生,0
2135,我錯,0
2136,一步,0
2137,重新,0
2138,死亡,0
2139,一切,0
2140,一來,0
2141,大多,0
2142,一向,0
2143,不足,0
2144,太煩,0
2145,太低,0
2146,我們,0
2147,未來,0
2148,前路,0
2149,發展,0
2150,目的,0
2151,意義,0
2152,人生,0
2153,前途,0
2154,目標,0
2155,能力,0
2156,狀況,0
2157,煩惱,0
2158,自信,0
2159,羨慕,0
2160,眼中,0
2161,冷感,0
2162,妒忌,0
2163,好羨慕,0
2164,感受,0
2165,方式,0
2166,話題,0
2167,藉口,0
2168,辦法,0
2169,野黎,0
2170,人話,0
2171,勇氣,0
2172,責任,0
2173,欺凌,0
2174,出賣,0
2175,歧視,0
2176,排擠,0
2177,事發,0
2178,先見,0
2179,有見,0
2180,每星期,0
2181,會見,0
2182,見過,0
2183,有講,0
2184,傾過,2
2185,講開,0
2186,估到,0
2187,提過,0
2188,無問,0
2189,效用,0
2190,果句,0
2191,揾工,0
2192,毅力,0
2193,鏡頭,0
2194,非禮,0
2195,拋棄,0
2196,拒絕,0
2197,大陸,0
2198,台灣,0
2199,姑媽,0
2200,歐洲,0
2201,旅行,0
2202,不得了,0
2203,吸收,0
2204,電郵,0
2205,電話,0
2206,網址,0
2207,號碼,0
2208,介紹,0
2209,要點,0
2210,會點,0
2211,邊樣,0
2212,點做,0
2213,你點,0
2214,家長,0
2215,上司,0
2216,學生,0
2217,經理,0
2218,護士,0
2219,老師,0
2220,決心,0
2221,成果,0
2222,動力,0
2223,持續,0
2224,安全感,0
2225,幸福家庭,0
2226,認識,0
2227,懷疑,0
2228,發現,0
2229,心驚,0
2230,痛同,0
2231,忍到,0
2232,人緣,0
2233,遊戲,0
2234,脾氣好,0
2235,太想,0
2236,幾百,0
2237,中年,0
2238,如何,0
2239,是否,0
2240,成人,0
2241,兒童,0
2242,文字,0
2243,恐嚇,0
2244,借錢,0
2245,通知,0
2246,高級,0
2247,抗抑鬱,0
2248,血壓,0
2249,半粒,0
2250,望住,0
2251,答覆,0
2252,取消,0
2253,準備,0
2254,野先,0
2255,先答,0
2256,老公,0
2257,啊媽,0
2258,老豆,0
2259,表妹,0
2260,我哥,0
2261,死唔去,0
2262,馬路,0
2263,死,0
2264,一了百了,0
2265,跳海,0
2266,性暴力,0
2267,過人,0
2268,我歲,0
2269,多個,0
2270,差不多,0
2271,每一秒,0
2272,無數次,0
2273,想死,0
2274,念頭,0
2275,輕生,0
2276,出現,0
2277,離家出走,0
2278,轉校,0
2279,崩潰,0
2280,打消,0
2281,報復,0
2282,傾向,0
2283,食粒,0
2284,好煩,0
2285,我煩,0
2286,好憎,3
2287,壓抑,0
2288,爆發,0
2289,勒索,0
2290,困擾,0
2291,抑壓,0
2292,刺激,0
2293,激動,0
2294,捉入,0
2295,有用,0
2296,幫到,0
2297,事情,0
2298,擔憂,0
2299,問題,0
2300,正面,0
2301,客觀,0
2302,騷擾,0
2303,打死,0
2304,避免,0
2305,趕走,0
2306,提起,0
2307,感覺,0
2308,底線,0
2309,性侵,0
2310,有緣,0
2311,晚安,0
2312,謝謝,0
2313,堅定,0
2314,合適,0
2315,只想,0
2316,冷暴力,0
2317,當面,0
2318,轉左,0
2319,左份,0
2320,實習,0
2321,衝動,0
2322,落黎,0
2323,過幾日,0
2324,婆婆,0
2325,媽媽,0
2326,媽咪,0
2327,爸媽,0
2328,煩到,0
2329,賭錢,0
2330,表哥,0
2331,父母,0
2332,前男友,0
2333,對方,0
2334,家人,0
2335,醫生,0
2336,打電話,0
2337,醫務,0
2338,精神科,0
2339,離異,0
2340,好愛我,0
2341,飛去,0
2342,成晚,0
2343,尋晚,0
2344,會同,0
2345,點同,0
2346,多謝,0
2347,耐心,0
2348,感謝,0
2349,加油,0
2350,最差,0
2351,盡力,0
2352,足夠,0
2353,盡曬力,0
2354,勇敢,0
2355,對住,0
2356,面前,0
2357,放負,0
2358,扮到,0
2359,負累,0
2360,數點,0
2361,一心,0
2362,中途,0
2363,廚房,0
2364,公屋,0
2365,先訓,0
2366,一返,0
2367,放緊,0
2368,但份,0
2369,未見,0
2370,私人,0
2371,團體,0
2372,直頭,0
2373,吸毒,0
2374,陣時,0
2375,欺壓,0
2376,辨法,0
2377,一秒,0
2378,亂用,0
2379,分別,0
2380,諮詢師,0
2381,評估,0
2382,治療,0
2383,全班,0
2384,我間,0
2385,自己,0
2386,充滿,0
2387,坐監,0
2388,繼續,0
2389,遇到,0
2390,類似,0
2391,回事,0
2392,開頭,0
2393,講起,0
2394,當我,0
2395,身上,0
2396,壓迫,0
2397,不順,0
2398,天堂,0
2399,地獄,0
2400,廣告,0
2401,街坊,0
2402,網上,0
2403,野講,0
2404,好講,0
2405,聽過,0
2406,用過,0
2407,回覆,0
2408,記錯,0
2409,前要,0
2410,瘋狂,0
2411,繼而,0
2412,同意,0
2413,回憶,0
2414,片段,0
2415,能夠,0
2416,不錯,0
2417,知點,0
2418,研究,0
2419,支援,0
2420,會令,0
2421,好燥,0
2422,好易,0
2423,有種,0
2424,一有,0
2425,完成,0
2426,星期,0
2427,禮拜,0
2428,鐘先,0
2429,小時,0
2430,幾月,0
2431,聲音,0
2432,心裡,0
2433,環境影響,0
2434,優先,0
2435,您好,0
2436,我行,0
2437,好悶,0
2438,好孤單,0
2439,要迫,0
2440,打算,0
2441,每日,0
2442,自閉,0
2443,老實,0
2444,實在,0
2445,表面,0
2446,罪惡感,0
2447,壓迫感,0
2448,更好,0
2449,想要,0
2450,喊,0
2451,恐怖,0
2452,完好,0
2453,左會,0
2454,同學,0
2455,女仔,0
2456,學校,0
2457,分組,0
2458,男仔,0
2459,同事,3
2460,嚇到,0
2461,下野,0
2462,幾好,0
2463,好靚,0
2464,一般,0
2465,無所謂,0
2466,靚女,0
2467,黑暗,0
2468,艱難,0
2469,今朝,0
2470,琴晚,0
2471,禮貌,0
2472,大佬,0
2473,好意思,0
2474,緊張,0
2475,唉,0
2476,發到,0
2477,有野,0
2478,邊行,0
2479,野要,0
2480,多野,0
2481,新聞,0
2482,電腦,0
2483,手機,0
2484,以為,0
2485,先知,0
2486,發覺,0
2487,留意到,0
2488,好大,0
2489,大好,0
2490,幾大,0
2491,積極,0
2492,當你,0
2493,果種,0
2494,一個,0
2495,一對,0
2496,吵架,0
2497,黎過,0
2498,再有,0
2499,仲想,0
2500,自毀,0
2501,短暫,0
2502,生意,0
2503,負債,0
2504,講緊,0
2505,講嚇,0
2506,傾緊,0
2507,三點,0
2508,拯救,0
2509,身邊,0
2510,聽落,0
2511,轉介比,0
2512,一大堆,0
2513,回想,0
2514,愉快,0
2515,停發,0
2516,公平,0
2517,不合,0
2518,因而,0
2519,要死,0
2520,累物,0
2521,頂唔住,0
2522,痛,0
2523,報名,0
2524,我教,0
2525,老婆,0
2526,祈禱,0
2527,萬個,0
2528,業主,0
2529,人好,0
2530,世上,0
2531,人要,0
2532,人講,0
2533,信得過,0
2534,頂唔順,0
2535,辭職,0
2536,差到,0
2537,琴日,0
2538,野傾,0
2539,杯葛,0
2540,性騷擾,0
2541,強姦,0
2542,求助,0
2543,黑仔,0
2544,阻止,0
2545,預計,0
2546,搬出去,0
2547,性情,0
2548,樂器,0
2549,表演,0
2550,跳舞,0
2551,退休,0
2552,生仔,0
2553,訓到,0
2554,我訓,0
2555,親戚,0
2556,小朋友,0
2557,社區,0
2558,多歲,0
2559,年輕,0
2560,佩服,0
2561,少見,0
2562,失業,0
2563,隨便,0
2564,半個,0
2565,一兩個,0
2566,成個,0
2567,今個,0
2568,六個,0
2569,三個,0
2570,一刻,0
2571,諗頭,0
2572,得到,0
2573,真正,0
2574,無法,0
2575,呀媽,0
2576,抱住,0
2577,好翻,0
2578,點處,0
2579,掛我,0
2580,容易,0
2581,多人,0
2582,偏偏,0
2583,依然,0
2584,始終,0
2585,剛剛,0
2586,半點,0
2587,一陣,0
2588,等陣,0
2589,對著,0
2590,一個點,0
2591,走出嚟,0
2592,角度,0
2593,教過,0
2594,黎都,0
2595,亞媽,0
2596,斬,0
2597,人知,0
2598,恩典,0
2599,用藥,0
2600,朱古力,0
2601,我家,0
2602,團聚,0
2603,越少,0
2604,難會,0
2605,怪異,0
2606,最好,0
2607,可以,0
2608,果班,0
2609,擔心,0
2610,食藥,0
2611,睇醫生,2
2612,藥都,0
2613,萌起,0
2614,把握,0
2615,無情,0
2616,其中,0
2617,得番,0
2618,到底,0
2619,究竟,0
2620,類野,0
2621,樣果樣,0
2622,樣野,0
2623,面具,0
2624,傾好,0
2625,好事,0
2626,黎講,0
2627,合約,0
2628,報告,0
2629,無望,0
2630,停,0
2631,我過,0
2632,失戀,0
2633,方便,0
2634,講定,0
2635,工開,0
2636,五點,0
2637,物質,0
2638,計劃,0
2639,有諗過,0
2640,絕交,0
2641,測驗,0
2642,對話,0
2643,死左,0
2644,死咗,0
2645,條命,0
2646,時候,0
2647,得閒,0
2648,要生,0
2649,依家,0
2650,而加,0
2651,呢一刻,0
2652,出黎,0
2653,檢查,0
2654,手術,0
2655,做人,0
2656,過得,0
2657,自欺欺人,0
2658,做得好,0
2659,幾想,0
2660,唔知啊,0
2661,暫住,0
2662,宿舍,0
2663,英國,0
2664,對比,0
2665,心疼,0
2666,人事,0
2667,日常生活,0
2668,性質,0
2669,劇本,0
2670,效果,0
2671,僱主,0
2672,有書,0
2673,仲叫,0
2674,仲話,0
2675,點諗,0
2676,點睇,0
2677,文學,0
2678,講極,0
2679,心事,0
2680,心定,0
2681,直程,0
2682,唔開心,0
2683,看不到,0
2684,好彩,0
2685,病假,0
2686,出面,0
2687,個度,0
2688,尋日,0
2689,病友,0
2690,狗狗,0
2691,邊種,0
2692,安全,0
2693,危險,0
2694,上陣,0
2695,安樂死,0
2696,較遠,0
2697,見面,0
2698,一排,0
2699,結果,0
2700,改過,0
2701,試過,0
2702,太多人,0
2703,少人會,0
2704,約定,0
2705,教訓,0
2706,將好,0
2707,小小,0
2708,讓步,0
2709,類型,0
2710,訊息,0
2711,顯示,0
2712,會話,0
2713,去睇,0
2714,觀察,0
2715,想做到,0
2716,我勁,0
2717,餐飯,0
2718,干預,0
2719,上網,0
2720,物體,0
2721,樂觀,0
2722,學習,0
2723,打字,0
2724,淨系,0
2725,聚會,0
2726,去過,0
2727,掛住,0
2728,左黎,0
2729,想下,0
2730,想學,0
2731,建議,0
2732,不住,0
2733,不到,0
2734,不必,0
2735,難以,0
2736,財政,0
2737,深呼吸,0
2738,一抖,0
2739,寧願,0
2740,老竇,0
2741,困住,0
2742,家訓,0
2743,游水,0
2744,我心,0
2745,裡面,0
2746,代替,0
2747,下一個,0
2748,明知,0
2749,好過,0
2750,情景,0
2751,其餘,0
2752,參加,0
2753,我用,0
2754,保重,0
2755,期待,0
2756,好書,0
2757,識喊,0
2758,唱歌,0
2759,動漫,0
2760,電影,0
2761,個件,0
2762,好多好多,0
2763,令人,0
2764,至於,0
2765,表態,0
2766,填補,0
2767,我吾想,0
2768,我食,0
2769,始發,0
2770,成功感,0
2771,公仔,0
2772,全程,0
2773,影相,0
2774,最初,0
2775,追數,0
2776,公司,0
2777,收數,0
2778,運動,0
2779,做過,0
2780,叔公,0
2781,藥房,0
2782,手上,0
2783,保持,0
2784,大家,0
2785,同行,0
2786,當中,0
2787,不幸,0
2788,所有人,0
2789,對抗,0
2790,就黎,0
2791,一刀,0
2792,由得,0
2793,減少,0
2794,盡頭,0
2795,破產,0
2796,轉工,0
2797,退學,0
2798,答得,0
2799,聯絡,0
2800,我明,0
2801,無錯,0
2802,放底,0
2803,保安,0
2804,愈差,0
2805,愈黎,0
2806,講大話,0
2807,暗示,0
2808,暫時,0
2809,物資,0
2810,盡快,0
2811,緊急,0
2812,妥協,0
2813,背負,0
2814,算系,0
2815,意見,0
2816,姨姨,0
2817,我出,0
2818,監視,0
2819,好少少,0
2820,中中,0
2821,本身,0
2822,同未,0
2823,傾心,0
2824,未試過,0
2825,唔捨得,0
2826,當晚,0
2827,頭先,0
2828,嘈住,0
2829,我話過,0
2830,死心,0
2831,關於,0
2832,我將,0
2833,升學,0
2834,適合,0
2835,左次,0
2836,通宵,0
2837,我連工,0
2838,同見,0
2839,靜靜,0
2840,亂黎,0
2841,我頭,0
2842,轉過,0
2843,越黎越,0
2844,短時間,0
2845,還清,0
2846,偷偷地,0
2847,一定,0
2848,否則,0
2849,萬一,0
2850,應該,0
2851,強迫,0
2852,當刻,0
2853,自然,0
2854,周圍,0
2855,俾人,0
2856,個樣,0
2857,交友,0
2858,隔離,0
2859,之外,0
2860,一間,0
2861,果邊,0
2862,提出,0
2863,房食,0
2864,企圖,0
2865,享受,0
2866,飯食,0
2867,先好,0
2868,記番,0
2869,無論,0
2870,有排,0
2871,唸到,0
2872,一邊,0
2873,收埋,0
2874,企埋,0
2875,錯錯,0
2876,識得,0
2877,需要,0
2878,比人迫,0
2879,關門,0
2880,整親,0
2881,冷靜,2
2882,迫到,0
2883,為力,0
2884,必須,0
2885,攝影,0
2886,常見,0
2887,有少少,0
2888,情況,0
2889,污糟,0
2890,理智,0
2891,想話,0
2892,拎藥,0
2893,白車,0
2894,阻住,0
2895,有番,0
2896,好長,0
2897,能量,0
2898,好負,0
2899,兩件,0
2900,願意,0
2901,心動,0
2902,今早,0
2903,更加,0
2904,做到,0
2905,好細,0
2906,野到,0
2907,難得,0
2908,連最,0
2909,最近,0
2910,舒服,0
2911,開心,0
2912,比賽,0
2913,藥食,0
2914,小事,0
2915,就連,0
2916,中同,0
2917,總會,0
2918,好多,0
2919,我話,0
2920,就夠,0
2921,變相,0
2922,突然,0
2923,兩邊,0
2924,月經,0
2925,由頭,0
2926,任性,0
2927,香港,0
2928,出名,0
2929,練波,0
2930,還好,0
2931,平等,0
2932,外表,0
2933,會想,0
2934,會怕,0
2935,總覺,0
2936,太緊,0
2937,依排,0
2938,要學,0
2939,自慰,0
2940,想快,0
2941,先會,0
2942,過唔,0
2943,又點,0
2944,獨處,0
2945,做戲,0
2946,打素,0
2947,竟然,0
2948,變做,0
2949,估計,0
2950,主動,0
2951,好少,0
2952,俾個,0
2953,左個,0
2954,反思,0
2955,記住,0
2956,廢好,0
2957,還返,0
2958,一面,0
2959,邊同,0
2960,部份,0
2961,部分,0
2962,照樣,0
2963,成因,0
2964,孤兒,0
2965,姐姐,0
2966,慢慢,0
2967,樹洞,0
2968,測試,0
2969,飲野,0
2970,入到,0
2971,考得,0
2972,先上,0
2973,多架,0
2974,終於,0
2975,為止,0
2976,憂慮,0
2977,政府,0
2978,都識,0
2979,果位,0
2980,證明,0
2981,我發,0
2982,要過,0
2983,腦有,0
2984,盡量,0
2985,得黎,0
2986,每分,0
2987,每秒,0
2988,未算,0
2989,狂話,0
2990,過生,0
2991,下場,0
2992,個位,0
2993,未夠,0
2994,最少,0
2995,就識,0
2996,先得,0
2997,好壞,0
2998,習慣,0
2999,我估,0
3000,女上司,0
3001,想將,0
3002,一聲,0
3003,純粹,0
3004,尷尬,0
3005,良心,0
3006,多餘,0
3007,公眾,0
3008,緊要,0
3009,無人,0
3010,極都,0
3011,打扮,0
3012,遊行,0
3013,左邊,0
3014,菲律賓,0
3015,心情,0
3016,之類,0
3017,應機,0
3018,我識,0
3019,一黎,0
3020,拖住,0
3021,兩樣,0
3022,代入,0
3023,黎用,0
3024,前見,0
3025,得個,0
3026,乖乖女,0
3027,一時,0
3028,我連,0
3029,既話,0
3030,頂層,0
3031,眼內,0
3032,野人,0
3033,但當,0
3034,練習,0
3035,指示,0
3036,幾杯,0
3037,還活,0
3038,一半,0
3039,記得,0
3040,分入,0
3041,小姐,0
3042,衣家,0
3043,我照,0
3044,無理,0
3045,心願,0
3046,前線,0
3047,公主,0
3048,我成,0
3049,脱節,0
3050,做番,0
3051,當做,0
3052,到邊,0
3053,介刀介,0
3054,死人,0
3055,以來,0
3056,好難,0
3057,藥好,0
3058,黑人,0
3059,只系,0
3060,裸照,0
3061,任由,0
3062,日見,0
3063,難免,0
3064,完都,0
3065,系度,0
3066,肢體,0
3067,系個,0
3068,埋口,0
3069,上流,0
3070,萌生,0
