,dist_fr,dist_mr
0,0.17217986031835866,0.3459230121468196
1,0.16928524929456187,0.26020214789862495
2,0.23704693886404135,0.5574255152219442
3,0.3024557824328068,0.18229915133912103
4,0.2256736741794805,0.284068977790779
5,0.24389692259723905,0.25999555019797405
6,0.18642507008488102,0.2940781486401281
7,0.25595081459603936,0.32944127076125457
8,0.19644055783211467,0.19179895029413252
9,0.201355049605681,0.28131250914273936
10,0.2670333692981226,0.27440008503764785
11,0.1920320110638697,0.20155663974375057
12,0.2356187716232468,0.3214228782777853
13,0.1834346906257667,0.2743119437130636
14,0.2003696347257628,0.5793138254007631
15,0.2905997937392261,0.2206112073162471
16,0.25296224955134067,0.20746093956417633
17,0.25916781730043226,0.16206056657049964
18,0.23668479573488294,0.2505468226938564
19,0.2091272112121331,0.2534187753880319
20,0.21196950608941884,0.32914987472960344
21,0.20050560445664006,0.21281301510456124
22,0.2012051081343014,0.17553503666850373
23,0.19317944274581514,0.17177957126123017
24,0.20820058763351043,0.24707245153981738
25,0.25152172323879796,0.3274573254855609
26,0.20744804364630615,0.3202368203304109
27,0.2063019973809556,0.2052367777796187
28,0.3331246413616369,0.23042106352527786
29,0.2611085507379041,0.3127485849563187
30,0.217784047177371,0.1679433752012998
31,0.35551797188639755,0.3261391967692922
32,0.4023281290529975,0.2465664606713285
33,0.3851685662229969,0.2601147845355387
34,0.19462232246903602,0.29541226806255383
35,0.20391525871345792,0.2748845767173042
36,0.20917357709702664,0.19471238795930992
37,0.2164004674810202,0.28348187656719764
38,0.25469643399072067,0.24384938325601463
39,0.3904739793979742,0.2962439509298794
40,0.18211130578557813,0.24771624237525863
41,0.27767683764439427,0.23578487382808622
42,0.22071999391908995,0.33628038334031973
43,0.20990266824584872,0.2340339738138133
44,0.22672630256488455,0.1893000927629701
45,0.19986632429003962,0.2940338546692212
46,0.23603355519801833,0.26911129546265256
47,0.3206770612379169,0.351109688635444
48,0.18333790530127442,0.6240037576453277
49,0.1540172178734217,0.27793383616424167
50,0.24458790235975328,0.20367019607494133
51,0.1717289684770368,0.22016716987146898
52,0.27003172749256604,0.26960956819822385
53,0.19597123125399865,0.2642311965400014
54,0.28782324877070325,0.17418590297023406
55,0.25868844071492364,0.2419708032465774
56,0.23413580988975083,0.29813160782839615
57,0.1863270280639875,0.2707671013467289
58,0.17247393384300727,0.20111420732013927
59,0.4007355616209959,0.4161109061319189
60,0.2383751619413223,0.26221273205892276
61,0.2326293103463446,0.47139921965429915
62,0.22030345814364824,0.22532148155119228
63,0.1625658279784887,0.27116016514506863
64,0.22201648440200228,0.1882387457851773
65,0.25095625615720146,0.16713564937843534
66,0.32502958749018823,0.2819116588749046
67,0.24646429805250072,0.40866808101254537
68,0.283430586174207,0.23893103646444738
69,0.27287062059502054,0.164061978680317
70,0.26568264732276,0.35225791080821195
71,0.24502713550840433,0.24612837207938795
72,0.2339465458475122,0.30754528216105476
73,0.20576083519905838,0.21440671032491457
74,0.1814804331542912,0.20812386531473454
75,0.26145123333484344,0.3082671727180417
76,0.22249169706245106,0.3249748292783417
77,0.2457304729499669,0.2888578872634458
78,0.1477684419687709,0.2948065365529171
79,0.26773390463953617,0.2932517425339407
80,0.23181189206984318,0.25166451533464196
81,0.2328068535410479,0.19652819601458293
82,0.24018451996015136,0.24760109917200557
83,0.1897650206623749,0.30036450152141675
84,0.19986316932491782,0.22178464125465686
85,0.1967850675747662,0.26293031552930507
86,0.2125289841151546,0.21234778057868897
87,0.21711538787690537,0.23993066723093678
88,0.289678819997988,0.18190291595964192
89,0.1982104706119422,0.23847235878162587
90,0.17830185374737004,0.295393113913261
91,0.47526770170067617,0.2874040956001055
92,0.17887265301620922,0.4219404881048996
93,0.17899716610076186,0.21602121836478388
94,0.29721839876282563,0.3098208223374633
95,0.3621302562680048,0.33444909553363217
96,0.2913607962646638,0.22397708345709225
97,0.21053378840010525,0.4273103349669584
98,0.4110881196536429,0.2561869403193288
99,0.25098402529010416,0.22598307540392182
100,0.308283024691473,0.2057797333577896
101,0.2064590584972978,0.2102258637309661
102,0.1831315751311473,0.2759727753979082
103,0.1921325726386655,0.2918443700664556
104,0.26422524477761306,0.23679830379445416
105,0.21620481021054036,0.3040742147375195
106,0.1678189955124435,0.245758456910568
107,0.33512155706920055,0.255135307036058
108,0.2729347574837688,0.3251383235088413
109,0.20197301746001564,0.28200241742022103
110,0.258281988164705,0.2788698034409792
111,0.1936726265797705,0.2483332902772704
112,0.23983550801466863,0.2303474982650182
113,0.3732558640742995,0.21545299506517024
114,0.2570999108800808,0.42892050029975387
115,0.1900749286375491,0.23806031710875816
116,0.18246164755702493,0.27830392852724145
117,0.31578476252712123,0.4991162107660864
118,0.20318857959535894,0.2647744735045325
119,0.21452703590334385,0.19502878451529893
120,0.2046471289975543,0.20893669100974982
121,0.1855140028220628,0.3398113574877762
122,0.3346002791098099,0.27026538270536055
123,0.3314140477427664,0.3478821215355479
124,0.33707513724449245,0.24210802590521008
125,0.15873250179961013,0.3515178594141772
126,0.19504749631424675,0.16264291676821405
